"QKEY","INTERVIEW_START_W55","INTERVIEW_END_W55","LANG_W55","DEVICE_TYPE_W55","FORM_W55","ENV2_a_W55","ENV2_b_W55","ENV2_c_W55","ENV2_d_W55","ENV2_e_W55","ENV2_f_W55","EN1F1_W55","ENV4_W55","EN1F2_W55","ENV5_a_W55","ENV5_b_W55","ENV5_c_W55","ENV5_d_W55","ENV17_W55","EN6F1_a_W55","EN6F1_b_W55","EN6F1_c_W55","EN6F1_d_W55","EN6F1_e_W55","EN6F1count_W55","EN6F2_a_W55","EN6F2_b_W55","EN6F2_c_W55","EN6F2_d_W55","EN6F2_e_W55","ENVIR8_a_W55","ENVIR8_b_W55","ENVIR8_c_W55","ENVIR8_d_W55","ENVIR8_e_W55","EN7_W55","EN8_W55","CLIM5_W55","CLIM6_W55","CLIM9F1_a_W55","CLIM9F1_b_W55","CLIM9F2_W55","CLIM10_a_W55","CLIM10_b_W55","CLIM10_c_W55","CLIM10_d_W55","CLIM10_e_W55","CLIM10_f_W55","CLIM10_g_W55","VAC1A_W55","VAC1B_W55","BIO33_a_W55","BIO33_b_W55","BIO34_W55","BIO35_W55","GM1_W55","GM2_W55","GM3_W55","FUD32_W55","FUD33A_W55","FUD33B_W55","FUD37_a_W55","FUD37_b_W55","FUD37_c_W55","FUD37_d_W55","PERS1_W55","PERS2_W55","PERS3_W55","PERS4_W55","PERS5_W55","PERS6_W55","PERS7_W55","PERS8_W55","PERS9_W55","PERS10_W55","PERS11_W55","PERS12_W55","SATIS_W55","EMTREP_a_W55","EMTREP_b_W55","EMTREP_c_W55","EMTREP_d_W55","EMTDEM_a_W55","EMTDEM_b_W55","EMTDEM_c_W55","EMTDEM_d_W55","IMPEACHEARD_W55","IMPEACHAPP_W55","IMPEACHREM_W55","IMPCONFREP_W55","IMPCONFDEM_W55","IMPKNOW_W55","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHN","F_NATIVITY","F_CITIZEN","F_MARITAL","F_RELIG","F_BORN","F_ATTEND","F_RELCOM3CAT","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","IMPEACHT_W53","WEIGHT_W53_W55","WEIGHT_W55"
201801036666,2019-10-06 05:31:00,2019-10-06 05:44:00,1,3,1,1,1,2,1,1,1,1,1,NA,1,1,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,2,3,2,3,2,1,2,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,1,1,1,NA,NA,NA,1,3,2,1,4,5,2,1,4,4,3,2,5,1,1,2,1,2,2,1,1,1,2,2,2,1,2,4,1,4,2,1,3,6,1,1,3,2,2,1,1,1,1,1,1,2,3,2,1,NA,1,6,2,1,3,1,1,4,0.694288753265868,0.730170194535954
201801036673,2019-10-03 22:13:00,2019-10-03 22:20:59,1,3,2,2,2,2,1,2,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,2,1,2,1,1,2,2,2,2,2,2,3,3,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,3,2,1,NA,NA,NA,1,2,NA,3,2,1,3,1,3,3,3,2,4,4,3,2,3,4,3,2,2,2,2,2,2,2,2,2,2,1,1,3,2,2,1,3,6,2,2,2,3,2,2,2,1,1,6,1,1,2,1,2,NA,2,6,2,1,4,0,2,1,0.814901145395339,0.801453681772506
201801036785,2019-10-07 14:12:00,2019-10-07 14:19:59,1,3,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,3,3,2,1,3,3,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,NA,NA,NA,1,2,NA,3,1,1,2,3,5,5,3,4,4,5,3,5,2,3,3,2,1,1,99,2,1,2,2,2,2,1,1,3,2,2,1,3,6,3,2,3,2,2,2,2,1,1,3,1,1,1,1,2,NA,2,5,2,1,3,1,1,1,0.264086066339818,0.29950137461585
201801036860,2019-10-05 03:38:00,2019-10-05 03:43:00,1,3,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,3,1,1,3,2,2,2,1,2,2,1,1,2,2,NA,NA,1,1,1,1,1,1,1,99,NA,NA,3,3,2,2,NA,NA,NA,1,2,NA,1,1,1,1,5,3,1,3,3,3,4,3,5,2,5,5,2,1,1,2,2,2,2,1,1,2,1,2,4,1,1,2,3,6,3,2,3,1,2,2,2,1,1,6,1,99,4,2,4,2,2,1,3,3,3,1,1,1,0.250181447336296,0.20742491791993
201801036941,2019-10-06 03:57:59,2019-10-06 04:19:00,1,1,1,2,1,2,1,2,1,1,1,NA,1,1,2,2,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,2,2,99,2,3,3,2,2,NA,2,1,1,1,1,2,1,3,1,NA,NA,1,2,3,3,3,NA,NA,NA,3,3,3,3,3,2,4,3,3,2,3,3,2,2,2,3,2,1,1,2,2,1,2,1,2,2,1,1,3,1,3,1,3,6,3,1,2,3,2,2,2,1,1,5,1,2,3,2,3,2,2,3,3,3,99,1,2,2,0.248589583020439,0.223133748955169
201801036988,2019-10-05 19:00:00,2019-10-05 19:15:00,1,3,2,99,99,99,99,99,99,NA,3,99,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,2,1,1,1,1,99,99,99,99,99,2,2,99,99,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,99,99,NA,NA,NA,2,2,NA,99,2,99,99,3,3,3,3,2,2,4,3,4,3,3,4,2,1,99,2,2,1,99,2,2,3,99,99,2,3,3,1,3,6,2,2,1,5,2,1,1,1,1,1,1,1,1,1,1,NA,1,5,2,2,2,1,1,5,0.257980856447516,0.233826337251638
201801037041,2019-10-07 18:05:59,2019-10-07 18:12:59,1,3,2,2,1,2,1,2,1,NA,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,0,3,1,2,1,2,2,2,2,2,2,1,3,3,1,NA,NA,2,1,1,1,1,1,2,1,NA,NA,5,1,1,2,NA,NA,NA,1,3,NA,2,3,3,1,5,3,3,2,4,3,3,2,4,4,4,2,2,2,2,2,2,1,1,2,2,2,2,3,3,4,2,2,3,6,2,1,2,4,2,1,1,1,1,6,1,1,5,2,1,NA,1,2,3,1,3,1,2,4,0.794860087767332,0.650250424976336
201801037048,2019-10-05 18:04:59,2019-10-05 18:14:00,1,3,1,1,1,1,1,1,1,2,1,NA,1,1,2,2,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,3,3,1,3,1,3,1,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,1,1,1,NA,NA,NA,1,3,4,1,3,1,2,3,3,4,2,2,1,3,3,5,2,1,1,1,1,1,1,2,2,1,2,4,2,4,2,2,3,6,4,1,1,6,2,1,1,1,1,1,3,2,2,1,3,1,1,9,1,1,2,1,1,4,0.150433365741399,0.162574922895465
201801037074,2019-10-08 02:53:00,2019-10-08 03:10:00,1,3,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,2,1,2,2,2,2,2,2,1,2,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,5,1,1,2,NA,NA,NA,2,8,2,2,2,2,2,2,1,3,4,3,3,4,5,2,4,4,4,2,1,1,2,2,1,1,2,2,1,1,1,4,2,2,1,3,6,2,1,2,4,2,2,2,1,1,1,12,NA,6,3,3,2,2,7,1,1,3,1,2,2,0.715309457098434,0.83922834527339
201801037188,2019-10-05 16:54:00,2019-10-05 17:04:00,1,1,2,2,1,2,1,1,1,NA,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,2,2,2,2,2,2,2,2,2,2,1,2,3,1,NA,NA,2,2,1,1,2,2,2,2,NA,NA,4,2,1,2,NA,NA,NA,2,3,NA,2,3,3,2,2,4,2,2,3,4,3,2,5,2,4,2,2,1,1,2,2,1,1,2,2,2,1,2,3,2,3,1,2,3,1,1,3,2,2,1,1,1,1,6,9,NA,6,3,4,2,2,3,3,2,4,1,2,2,2.33289987440028,2.23920884904394
201801037336,2019-10-09 22:08:00,2019-10-09 22:15:00,1,3,2,2,2,1,1,2,1,NA,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,0,2,2,2,1,1,2,2,2,2,2,1,1,1,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,NA,NA,NA,1,2,NA,3,3,2,3,3,5,3,3,3,2,1,1,2,2,4,2,2,2,2,2,2,1,2,2,2,3,2,2,3,3,3,1,2,3,2,2,2,3,2,1,1,1,1,3,12,NA,4,2,3,1,1,2,3,2,3,1,1,NA,NA,0.201607172077236
201801037572,2019-10-04 21:17:00,2019-10-12 01:47:00,1,3,1,1,2,2,2,2,2,1,3,NA,NA,NA,NA,NA,4,2,2,2,2,2,0,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,3,3,3,NA,NA,NA,1,1,1,1,3,5,3,3,5,3,2,3,2,3,3,4,1,1,1,2,2,2,2,1,1,2,1,1,3,1,1,1,2,3,1,2,2,3,2,2,2,1,1,6,12,NA,4,2,2,NA,2,4,2,1,3,1,2,NA,NA,0.292028794286492
201801037804,2019-10-05 19:13:00,2019-10-06 03:04:00,1,3,1,2,1,2,1,1,2,2,3,NA,NA,NA,NA,NA,2,1,2,1,1,1,4,NA,NA,NA,NA,NA,2,3,2,2,3,2,2,2,2,2,2,NA,1,2,1,2,1,1,1,3,3,NA,NA,2,1,3,1,3,NA,NA,NA,1,2,2,3,3,1,5,4,4,1,5,5,3,2,3,2,2,1,1,2,2,2,2,1,1,2,1,1,4,1,1,1,2,3,2,2,3,2,2,2,2,1,1,2,12,NA,3,2,2,NA,2,1,3,3,4,1,2,1,1.02386226174531,0.993436228477867
201801037833,2019-10-04 14:56:00,2019-10-04 15:04:59,1,3,1,2,1,2,1,1,1,1,3,NA,NA,NA,NA,NA,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,3,1,1,1,1,NA,2,1,1,2,2,1,2,3,1,NA,NA,1,2,1,1,1,NA,NA,NA,1,3,3,1,3,3,2,4,4,2,2,2,1,2,1,5,2,1,1,2,2,1,2,1,1,1,1,1,4,2,2,1,2,3,2,1,1,6,2,1,1,1,1,2,1,2,4,2,3,2,2,5,2,2,4,1,2,2,0.488963178031286,0.50444559226943
201801037842,2019-10-08 17:03:00,2019-10-08 17:20:59,1,3,1,2,2,2,1,1,1,1,1,NA,1,1,1,2,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,3,99,1,1,NA,1,1,1,1,1,1,1,4,2,NA,NA,1,2,2,2,2,NA,NA,NA,3,1,1,3,4,5,1,5,4,5,5,5,3,4,4,3,2,1,2,1,1,1,2,1,1,1,1,1,4,3,2,1,2,3,3,2,3,2,2,2,2,1,1,1,1,2,3,2,2,NA,2,5,2,1,3,1,2,1,0.725788976208856,0.701006408832968
201801037987,2019-10-05 16:20:00,2019-10-05 16:26:00,1,3,1,2,2,2,1,2,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,3,3,1,1,NA,1,1,1,1,1,1,1,3,1,NA,NA,1,2,2,2,1,NA,NA,NA,2,3,2,1,4,2,3,2,2,2,1,2,2,2,2,5,2,1,1,2,2,1,1,2,2,1,1,1,4,2,2,1,2,3,1,1,1,5,2,1,1,1,1,2,9,NA,6,3,4,2,2,2,3,1,5,1,2,1,0.597748701007745,0.644988267821538
201801038140,2019-10-04 22:27:00,2019-10-04 22:37:00,1,1,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,2,2,2,1,1,1,3,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,1,1,1,1,NA,2,1,1,2,2,2,2,3,1,NA,NA,1,2,1,2,1,NA,NA,NA,2,3,3,2,3,1,1,1,3,3,1,3,3,5,2,5,2,1,1,2,2,1,2,1,1,1,1,1,4,1,2,1,2,4,3,2,1,6,2,2,2,1,1,6,1,1,3,2,2,NA,2,6,2,1,4,1,1,1,0.200902620282208,0.199416000921982
201801038148,2019-10-04 01:39:00,2019-10-04 01:46:00,1,3,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,3,2,2,1,1,2,2,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,1,2,3,1,1,NA,NA,NA,2,3,3,2,2,2,4,4,3,4,2,3,2,2,2,3,2,1,1,2,2,1,2,2,2,1,1,1,3,2,2,1,2,4,2,1,2,4,2,1,1,1,1,3,12,NA,6,3,2,NA,2,4,2,1,4,1,2,1,0.232945286147394,0.219658348805297
201801038312,2019-10-06 17:13:59,2019-10-09 05:55:00,1,3,1,2,2,2,2,2,2,1,3,NA,NA,NA,NA,NA,4,1,2,2,2,2,1,NA,NA,NA,NA,NA,3,3,3,3,3,4,4,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,1,2,2,2,2,NA,NA,NA,3,1,1,4,3,3,3,4,3,3,3,3,3,3,3,1,2,1,1,2,2,2,2,1,1,2,1,1,4,1,3,1,2,4,2,2,3,1,2,2,2,1,1,4,1,2,5,2,2,NA,2,1,3,3,3,1,2,1,0.362034007557642,0.360161846397246
201801038728,2019-10-04 21:25:00,2019-10-04 21:47:00,1,3,1,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,3,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,2,3,2,3,3,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,2,2,2,2,2,NA,NA,NA,4,3,2,3,3,4,4,4,4,4,4,3,3,4,4,4,2,1,1,1,2,2,1,1,1,3,1,4,4,2,3,1,3,7,3,2,2,4,2,2,2,1,1,2,1,2,3,2,2,NA,2,2,3,1,3,NA,1,1,0.253917226382473,0.225011503564874
201801038765,2019-10-06 07:54:00,2019-10-06 07:56:59,1,3,2,1,1,2,2,2,2,NA,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,0,1,3,2,2,2,2,1,2,3,1,2,3,3,1,NA,NA,2,2,2,2,2,2,2,2,NA,NA,3,5,2,2,NA,NA,NA,1,2,NA,1,3,4,2,4,2,3,3,5,4,2,3,2,5,4,2,2,1,1,2,2,1,1,2,2,3,2,1,3,3,3,2,3,7,1,2,3,2,2,2,2,1,1,6,12,NA,6,2,2,NA,2,1,3,1,5,0,2,3,0.735732531201686,0.658222221418428
201801038942,2019-10-05 17:41:59,2019-10-06 18:52:00,1,3,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,2,2,3,3,2,3,2,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,1,2,3,1,3,NA,NA,NA,3,2,3,2,1,5,1,5,1,1,1,3,3,3,1,5,2,1,1,2,2,2,2,1,1,2,1,1,3,2,2,2,3,7,3,2,2,4,2,2,2,1,1,6,1,1,1,1,2,NA,2,2,3,1,3,1,2,1,0.314027495301983,0.285888404926758
201801039318,2019-10-03 21:36:59,2019-10-03 21:43:59,1,3,1,1,2,2,2,1,1,2,3,NA,NA,NA,NA,NA,4,2,2,2,2,2,0,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,3,2,2,2,NA,1,1,1,1,1,1,1,3,2,NA,NA,1,2,2,3,2,NA,NA,NA,3,1,2,4,5,3,3,5,5,5,3,5,3,5,3,5,2,1,1,2,2,2,2,1,1,2,1,1,4,1,2,1,4,8,2,2,3,2,2,2,2,1,1,1,12,NA,6,3,2,NA,2,3,3,1,4,1,1,1,0.42188584480168,0.420543093793206
201801039531,2019-10-04 20:15:00,2019-10-04 20:27:00,1,3,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,2,1,2,1,1,2,3,2,3,2,1,3,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,NA,NA,NA,2,3,NA,1,4,3,1,2,5,3,1,3,5,5,1,1,5,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,4,2,1,1,1,3,1,1,5,2,3,4,1,1,3,1,1,2,1,1,NA,1,7,1,1,1,1,2,3,1.00119143183061,1.10932791890661
201801039637,2019-10-05 00:49:59,2019-10-05 00:57:59,1,3,1,1,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,0,NA,NA,NA,NA,NA,3,3,3,3,3,3,2,2,3,2,2,NA,2,2,2,2,2,2,2,3,1,NA,NA,1,2,3,3,3,NA,NA,NA,2,2,2,2,2,3,4,4,4,3,2,4,4,2,4,4,2,1,2,2,2,1,1,2,2,2,2,3,2,4,2,1,1,1,2,1,1,6,2,1,1,1,1,1,1,2,2,1,3,1,1,6,2,2,1,1,1,4,0.783970557183946,0.807557959456988
201801039705,2019-10-07 16:54:00,2019-10-07 17:01:00,1,1,1,1,1,1,1,1,1,2,2,NA,1,1,2,2,1,2,1,1,1,1,4,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,3,3,2,2,NA,2,1,2,1,2,2,2,3,3,NA,NA,1,2,1,1,3,NA,NA,NA,2,1,2,1,3,5,3,5,5,1,5,3,3,5,5,1,1,2,2,1,1,1,1,2,2,2,2,4,2,3,3,1,1,1,3,2,3,2,2,1,1,1,1,1,2,2,6,2,4,1,1,7,1,1,3,1,1,4,0.611851753497371,0.616928333636738
201801039760,2019-10-03 22:40:00,2019-10-05 00:52:00,2,3,2,1,1,1,1,1,1,NA,3,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,2,2,2,2,2,2,2,2,2,2,3,2,3,99,NA,NA,1,2,2,2,2,2,2,2,NA,NA,5,5,1,1,NA,NA,NA,2,2,NA,1,1,1,2,3,5,5,2,2,3,3,2,3,4,2,3,1,2,2,2,2,2,2,1,2,2,1,4,2,1,3,1,1,1,1,2,3,2,1,1,3,2,1,6,12,NA,5,2,2,NA,2,1,3,3,1,1,2,2,0.84327413805453,0.764030201663586
201801040193,2019-10-03 21:54:00,2019-10-03 21:57:59,1,3,2,99,99,99,99,99,99,NA,3,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,99,1,99,1,99,3,99,2,99,99,3,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,2,8,2,3,2,2,1,5,1,3,1,5,3,99,1,5,5,5,3,2,99,99,1,99,99,99,99,1,1,1,1,1,1,2,1,1,2,2,2,1,5,1,1,3,1,1,6,1,2,2,2,2,NA,2,3,3,1,3,1,2,5,0.962108508420683,0.909900568086322
201801040550,2019-10-05 21:25:00,2019-10-05 21:35:00,1,1,2,2,2,2,1,2,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,2,1,1,1,2,2,2,2,2,2,1,2,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,NA,NA,NA,2,2,NA,3,3,3,2,3,4,2,4,3,4,4,1,3,3,4,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,3,1,1,2,4,2,2,3,2,4,4,1,1,4,12,NA,6,3,2,NA,2,2,3,1,5,1,2,1,0.97134958023619,0.901945418423187
201801040767,2019-10-06 15:05:59,2019-10-07 18:57:00,1,3,2,2,2,2,1,2,1,NA,1,1,1,1,1,2,99,NA,NA,NA,NA,NA,0,2,99,2,2,2,2,2,99,2,2,2,99,99,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,3,2,NA,99,1,2,2,99,99,2,3,1,2,4,3,99,3,3,2,2,1,99,99,99,99,99,99,99,1,1,1,3,2,1,1,1,2,4,2,2,3,2,2,2,1,1,6,1,1,5,2,2,NA,2,1,3,1,3,1,2,NA,NA,1.23789424429405
201801040835,2019-10-06 21:54:00,2019-10-07 22:13:00,1,3,2,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,2,2,2,2,NA,NA,4,2,1,2,NA,NA,NA,2,8,3,3,3,3,3,3,5,5,5,3,3,3,5,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,3,2,3,2,2,2,2,1,1,6,12,NA,6,2,2,NA,2,2,3,1,3,1,2,2,0.553950394714478,0.61196718132761
201801040959,2019-10-06 19:13:00,2019-10-06 20:36:00,1,3,2,2,2,2,2,2,2,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,2,2,2,3,2,2,2,2,2,99,2,3,3,NA,NA,2,1,1,1,1,1,1,1,NA,NA,1,3,2,1,NA,NA,NA,2,3,NA,2,2,99,2,3,4,4,5,4,5,4,5,5,5,3,5,2,99,1,2,2,1,1,2,2,1,1,1,3,4,1,1,1,2,2,2,3,2,2,2,2,1,1,6,1,2,5,2,2,NA,2,6,2,1,3,1,1,1,0.356587326218401,0.381114155736379
201801041130,2019-10-04 21:33:00,2019-10-04 21:47:00,1,3,2,2,2,2,1,2,1,NA,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,1,2,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,2,2,1,2,NA,NA,NA,2,3,NA,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,2,2,2,2,1,1,1,4,1,2,1,1,2,2,1,3,2,2,2,2,1,1,3,12,NA,6,3,3,2,2,2,3,1,5,1,2,1,4.37712604935228,4.51456451703
201801041187,2019-10-05 12:24:00,2019-10-05 12:36:59,1,3,1,1,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,2,1,2,1,1,1,4,NA,NA,NA,NA,NA,2,2,2,3,2,2,1,3,3,1,1,NA,1,1,1,2,1,2,2,2,2,NA,NA,1,2,2,3,3,NA,NA,NA,3,2,1,1,3,5,4,4,1,2,2,4,3,1,3,4,2,1,1,2,2,1,1,2,2,2,1,1,2,2,3,1,1,2,2,2,3,2,2,2,2,1,1,6,1,2,3,2,2,NA,2,4,2,1,3,1,2,1,1.43010754126811,1.37818380204635
201801041193,2019-10-02 00:00:00,2019-10-02 00:05:59,1,3,2,2,2,2,1,2,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,0,3,1,1,2,2,2,2,2,2,2,1,2,1,1,NA,NA,2,2,1,2,2,2,2,2,NA,NA,5,1,1,2,NA,NA,NA,1,3,NA,1,3,3,1,1,4,5,4,2,3,3,2,1,4,3,4,2,1,1,2,2,1,2,1,2,2,1,1,4,2,2,1,1,2,1,2,2,3,2,1,1,1,1,1,12,NA,6,3,4,2,2,4,2,2,5,1,2,1,2.61109150002293,2.36335821800089
201801041419,2019-10-05 20:05:59,2019-10-05 22:11:00,1,3,1,2,1,1,1,1,1,2,1,NA,1,1,1,1,2,2,2,99,2,1,99,NA,NA,NA,NA,NA,3,3,3,3,2,2,2,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,1,2,1,3,1,NA,NA,NA,1,3,3,1,3,2,3,4,3,3,1,4,2,3,4,2,1,2,2,1,2,1,1,2,2,1,2,4,4,4,2,1,1,2,2,1,2,4,2,1,1,1,1,1,12,NA,6,3,1,NA,1,8,1,1,3,1,2,NA,NA,1.92574941955163
201801041511,2019-10-03 21:25:00,2019-10-03 21:53:00,1,3,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,2,2,2,1,1,1,3,NA,NA,NA,NA,NA,3,3,2,3,2,2,2,3,1,1,2,NA,2,2,2,2,2,2,2,3,1,NA,NA,1,2,3,3,2,NA,NA,NA,2,1,2,2,2,4,2,2,3,2,5,2,4,3,3,4,2,1,2,2,2,2,2,1,2,2,1,1,3,3,3,1,1,2,2,2,2,3,2,2,2,1,1,6,1,1,5,2,2,NA,2,3,3,1,3,1,2,1,0.650098499454099,0.572454716721214
201801041549,2019-10-10 12:05:59,2019-10-10 12:12:59,1,1,2,1,1,1,1,1,1,NA,3,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,3,2,1,1,2,2,2,2,3,2,2,2,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,NA,NA,NA,3,8,2,4,1,2,2,3,2,3,4,4,3,2,4,3,4,4,3,1,2,2,1,1,2,2,2,2,1,2,3,2,3,2,1,1,2,2,1,2,4,2,1,1,1,1,1,2,2,5,2,1,NA,1,6,2,1,3,1,2,4,2.97209590937227,3.08176268345145
201801041677,2019-10-03 22:16:00,2019-10-03 22:25:00,1,3,1,2,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,2,1,1,2,1,2,3,NA,NA,NA,NA,NA,2,2,2,2,2,1,3,2,1,1,1,NA,2,1,2,1,2,2,2,3,1,NA,NA,1,2,3,3,3,NA,NA,NA,2,3,2,2,3,5,2,3,3,2,3,3,2,3,3,4,2,1,1,2,2,1,2,1,2,1,1,1,4,3,2,1,1,2,4,1,1,6,2,1,1,1,1,5,10,NA,6,3,2,NA,2,6,2,1,5,1,2,3,0.259049070668695,0.259629039955944
201801042085,2019-10-12 14:04:00,2019-10-12 14:16:00,1,3,2,2,1,1,1,1,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,3,2,2,1,2,3,3,3,3,3,2,2,1,1,NA,NA,2,1,2,2,2,1,1,2,NA,NA,4,3,1,2,NA,NA,NA,2,8,3,3,2,2,2,3,1,1,2,2,5,3,5,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,3,3,1,3,5,2,1,3,2,2,2,2,1,1,6,1,1,5,2,2,NA,2,1,3,1,3,1,1,NA,NA,0.506518991382266
201801042146,2019-10-05 15:24:00,2019-10-05 15:41:00,1,1,1,1,1,1,1,1,1,2,2,NA,1,1,2,2,2,2,1,2,2,2,1,NA,NA,NA,NA,NA,3,3,3,3,1,3,1,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,1,2,3,1,1,NA,NA,NA,1,4,4,1,2,1,4,3,1,5,3,2,1,5,3,5,2,1,1,2,1,1,1,2,2,1,2,4,1,4,2,1,3,5,4,1,1,6,2,1,1,1,1,1,1,1,2,1,1,NA,1,8,1,1,1,1,2,4,0.726019661477263,0.755103762306388
201801042198,2019-10-04 00:25:00,2019-10-04 00:38:00,1,2,2,2,1,2,1,2,1,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,1,1,1,1,2,2,2,2,2,1,1,3,3,NA,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,2,2,NA,NA,NA,1,8,3,3,1,2,4,1,1,5,1,1,5,1,5,5,5,5,5,2,1,1,2,2,2,2,1,1,1,1,2,3,1,1,1,3,5,3,1,3,2,2,2,2,1,1,1,1,1,2,1,2,NA,2,1,3,1,3,0,2,1,1.11425747794659,1.1310233965454
